pl_name,A AÑOS LUZ DE LA TIERRA,Valor_masa_multiplicador,MAGNITUD ESTELAR,mj_mt,FECHA DE DESCUBRIMIENTO,Tipo_planeta
Kepler-226 c,3197,0.142,15.563,1,2014,Super Tierra
Kepler-226 d,3197,1.98,15.563,1,2014,Super Tierra
Kepler-228 b,5365,2.96,15.902,1,2014,Super Tierra
Kepler-22 b,635,36,11.751,1,2011,Super Tierra
Kepler-230 c,2416,4.82,15.264,1,2014,Super Tierra
Kepler-231 b,1033,35.4,15.813,1,2014,Super Tierra
Kepler-231 c,1033,24.1,15.813,1,2014,Super Tierra
Kepler-235 c,1396,2.18,16.567,1,2014,Super Tierra
Kepler-235 d,1396,4.86,16.567,1,2014,Super Tierra
Kepler-236 b,942,3.09,16.014,1,2014,Super Tierra
Kepler-236 c,942,4.66,16.014,1,2014,Super Tierra
Kepler-237 b,2146,2.57,15.689,1,2014,Super Tierra
Kepler-237 c,2146,4.98,15.689,1,2014,Super Tierra
Kepler-238 b,5868,3.64,15.297,1,2014,Super Tierra
Kepler-238 f,5868,13.5,15.297,1,2013,Super Tierra
Kepler-23 d,2726,17.6,13.567,1,2014,Super Tierra
Kepler-240 b,2436,2.45,15.953,1,2014,Super Tierra
Kepler-240 c,2436,0.322,15.953,317.83,2014,Super Tierra
Kepler-242 c,1958,4.66,15.489,1,2014,Super Tierra
Kepler-243 c,2263,4.62,15.159,1,2014,Super Tierra
Kepler-244 c,3381,4.86,15.747,1,2014,Super Tierra
Kepler-244 d,3381,15.2,15.747,1,2014,Super Tierra
Kepler-245 c,2810,0.71,15.546,317.83,2014,Super Tierra
Kepler-245 e,2810,3.71,15.546,1,2016,Super Tierra
Kepler-246 c,2042,2.86,15.197,1,2014,Super Tierra
Kepler-247 b,2165,3.33,15.199,1,2014,Super Tierra
Kepler-249 b,621,1.32,16.37,1,2014,Super Tierra
Kepler-249 c,621,2.89,16.37,1,2014,Super Tierra
Kepler-249 d,621,3.09,16.37,1,2014,Super Tierra
Kepler-24 d,3774,3.43,15.04,1,2014,Super Tierra
Kepler-250 b,2481,1.51,15.819,1,2014,Super Tierra
Kepler-251 b,3016,2.33,15.541,1,2014,Super Tierra
Kepler-252 b,1238,2.04,15.406,1,2014,Super Tierra
Kepler-253 b,2735,3.29,15.778,1,2014,Super Tierra
Kepler-255 b,3433,3.02,15.699,1,2014,Super Tierra
Kepler-255 d,3433,2.3,15.699,1,2016,Super Tierra
Kepler-256 b,3348,3.15,15.178,1,2014,Super Tierra
Kepler-260 b,2046,4.7,14.253,1,2014,Super Tierra
Kepler-260 c,2046,3.68,14.253,1,2014,Super Tierra
Kepler-261 c,1036,4.66,13.738,1,2014,Super Tierra
Kepler-262 b,2000,2.42,14.478,1,2014,Super Tierra
Kepler-262 c,2000,3.33,14.478,1,2014,Super Tierra
Kepler-265 b,4176,4.12,15.47,1,2014,Super Tierra
Kepler-267 b,864,37.9,16.69,1,2014,Super Tierra
Kepler-269 c,7363,3.5,15.646,1,2014,Super Tierra
Kepler-26 d,1094,1.24,15.853,1,2014,Super Tierra
Kepler-270 b,3095,4.7,13.9,1,2014,Super Tierra
Kepler-270 c,3095,3.78,13.9,1,2014,Super Tierra
Kepler-271 b,1320,2.04,13.578,1,2014,Super Tierra
Kepler-272 b,2902,0.245,14.811,317.83,2014,Super Tierra
Kepler-272 c,2902,0.308,14.811,317.83,2014,Super Tierra
Kepler-273 b,2329,2.86,15.1,1,2014,Super Tierra
Kepler-273 c,2329,4.58,15.1,1,2014,Super Tierra
Kepler-274 b,4350,2.99,15.238,1,2014,Super Tierra
Kepler-274 c,4350,4.04,15.238,1,2014,Super Tierra
Kepler-276 c,3735,16.6,15.481,1,2013,Super Tierra
Kepler-276 d,3735,16.3,15.481,1,2013,Super Tierra
Kepler-280 b,2546,2.7,14.35,1,2014,Super Tierra
Kepler-280 c,2546,4.7,14.35,1,2014,Super Tierra
Kepler-282 b,4363,1.01,15.444,1,2014,Super Tierra
Kepler-282 c,4363,1.87,15.444,1,2014,Super Tierra
Kepler-282 d,4363,0.192,15.444,317.83,2013,Super Tierra
Kepler-283 c,1527,3.97,16.216,1,2014,Super Tierra
Kepler-285 b,2689,2.36,15.198,1,2014,Super Tierra
Kepler-285 c,2689,1.46,15.198,1,2014,Super Tierra
Kepler-286 b,4002,2.07,15.863,1,2014,Super Tierra
Kepler-286 c,4002,2.45,15.863,1,2014,Super Tierra
Kepler-286 d,4002,2.33,15.863,1,2014,Super Tierra
Kepler-286 e,4002,3.78,15.863,1,2014,Super Tierra
Kepler-288 b,3895,3.43,15.283,1,2014,Super Tierra
Kepler-289 b,2298,7.3,14.142,1,2014,Super Tierra
Kepler-291 c,5827,4.19,16.218,1,2014,Super Tierra
Kepler-292 b,3446,2.3,16.303,1,2014,Super Tierra
Kepler-292 c,3446,2.76,16.303,1,2014,Super Tierra
Kepler-294 b,4427,3.78,15.948,1,2014,Super Tierra
Kepler-295 b,5543,1.98,14.631,1,2014,Super Tierra
Kepler-295 c,5543,1.71,14.631,1,2014,Super Tierra
Kepler-295 d,5543,2.42,14.631,1,2014,Super Tierra
Kepler-296 b,545,3.22,16.363,1,2014,Super Tierra
Kepler-296 e,545,2.96,16.363,1,2014,Super Tierra
Kepler-296 f,545,3.89,16.363,1,2014,Super Tierra
Kepler-298 b,1690,4.5,15.617,1,2014,Super Tierra
Kepler-298 c,1690,4.38,15.617,1,2014,Super Tierra
Kepler-299 b,3432,2.3,15.232,1,2014,Super Tierra
Kepler-299 d,3432,4.12,15.232,1,2014,Super Tierra
Kepler-299 e,3432,4.16,15.232,1,2014,Super Tierra
Kepler-300 b,3583,3.43,14.25,1,2014,Super Tierra
Kepler-301 b,2346,2.39,14.458,1,2014,Super Tierra
Kepler-301 c,2346,2.39,14.458,1,2014,Super Tierra
Kepler-301 d,2346,3.71,14.458,1,2014,Super Tierra
Kepler-303 c,684,1.55,14.917,1,2014,Super Tierra
Kepler-304 e,1418,1.87,15.065,1,2016,Super Tierra
Kepler-305 e,2833,3.87,15.851,1,2020,Super Tierra
Kepler-306 b,2530,2.92,15.575,1,2014,Super Tierra
Kepler-309 b,1776,3.05,15.418,1,2014,Super Tierra
Kepler-310 b,1965,1.81,14.376,1,2014,Super Tierra
Kepler-310 d,1965,7,14.376,1,2014,Super Tierra
Kepler-311 b,2540,3.53,13.902,1,2014,Super Tierra
Kepler-311 c,2540,2.63,13.902,1,2014,Super Tierra
Kepler-312 b,2602,2.21,13.01,1,2014,Super Tierra
Kepler-316 b,1256,1.2,15.81,1,2014,Super Tierra
Kepler-316 c,1256,1.65,15.81,1,2014,Super Tierra
Kepler-317 b,3068,0.345,15.665,317.83,2014,Super Tierra
Kepler-317 c,3068,3.61,15.665,1,2014,Super Tierra
Kepler-319 b,1642,3.29,13.926,1,2014,Super Tierra
Kepler-320 b,2696,1.55,13.494,1,2014,Super Tierra
Kepler-320 c,2696,2.45,13.494,1,2014,Super Tierra
Kepler-321 b,1254,3.78,12.918,1,2014,Super Tierra
Kepler-322 b,1306,1.01,13.687,1,2014,Super Tierra
Kepler-322 c,1306,3.43,13.687,1,2014,Super Tierra
Kepler-323 b,1484,2.153,12.78,317.83,2014,Super Tierra
Kepler-323 c,1484,0.251,12.78,317.83,2014,Super Tierra
Kepler-324 b,1636,1.55,14.222,1,2014,Super Tierra
Kepler-326 b,1591,0.14,13.734,317.83,2014,Super Tierra
Kepler-326 c,1591,17.4,13.734,1,2014,Super Tierra
Kepler-326 d,1591,6.9,13.734,1,2014,Super Tierra
Kepler-327 b,789,1.41,15.611,1,2014,Super Tierra
Kepler-327 c,789,20.3,15.611,1,2014,Super Tierra
Kepler-327 d,789,3.64,15.611,1,2014,Super Tierra
Kepler-328 b,7219,28.5,15.794,1,2013,Super Tierra
Kepler-329 b,1434,2.54,15.886,1,2014,Super Tierra
Kepler-329 c,1434,4.38,15.886,1,2014,Super Tierra
Kepler-32 e,1056,2.86,16.36,1,2012,Super Tierra
Kepler-330 b,2341,2.39,15.569,1,2014,Super Tierra
Kepler-330 c,2341,4.46,15.569,1,2014,Super Tierra
Kepler-331 b,1892,3.97,16.199,1,2014,Super Tierra
Kepler-331 c,1892,4.04,16.199,1,2014,Super Tierra
Kepler-331 d,1892,3.33,16.199,1,2014,Super Tierra
Kepler-332 b,1123,1.71,14.243,1,2014,Super Tierra
Kepler-332 c,1123,1.32,14.243,1,2014,Super Tierra
Kepler-332 d,1123,1.76,14.243,1,2014,Super Tierra
Kepler-333 b,1058,28.2,15.052,1,2014,Super Tierra
Kepler-333 c,1058,1.41,15.052,1,2014,Super Tierra
Kepler-334 b,1392,1.46,12.834,1,2014,Super Tierra
Kepler-334 c,1392,2.63,12.834,1,2014,Super Tierra
Kepler-334 d,1392,2.57,12.834,1,2014,Super Tierra
Kepler-336 b,2508,1.04,13.677,1,2014,Super Tierra
Kepler-337 b,2212,2.99,12.799,1,2014,Super Tierra
Kepler-337 c,2212,4.86,12.799,1,2014,Super Tierra
Kepler-338 b,1803,30.6,12.19,1,2014,Super Tierra
Kepler-338 e,1803,8.5,12.19,1,2014,Super Tierra
Kepler-339 b,2011,2.6,14.706,1,2014,Super Tierra
Kepler-339 c,2011,7.3,14.706,1,2014,Super Tierra
Kepler-339 d,2011,14.7,14.706,1,2014,Super Tierra
Kepler-33 b,3944,3.68,14.099,1,2011,Super Tierra
Kepler-341 b,3415,1.76,14.739,1,2014,Super Tierra
Kepler-341 c,3415,3.53,14.739,1,2014,Super Tierra
Kepler-341 d,3415,4.08,14.739,1,2014,Super Tierra
Kepler-341 e,3415,4.62,14.739,1,2014,Super Tierra
Kepler-342 c,2550,4.5,13.2,1,2014,Super Tierra
Kepler-343 c,3025,4.74,14.063,1,2014,Super Tierra
Kepler-345 c,848,2.2,14.344,1,2014,Super Tierra
Kepler-347 b,4237,4.54,14.567,1,2014,Super Tierra
Kepler-347 c,4237,3.71,14.567,1,2014,Super Tierra
Kepler-348 b,1862,2.92,12.676,1,2014,Super Tierra
Kepler-348 c,1862,2.33,12.676,1,2014,Super Tierra
Kepler-349 b,3069,0.297,14.915,317.83,2014,Super Tierra
Kepler-349 c,3069,4.5,14.915,1,2014,Super Tierra
Kepler-350 b,3121,4.08,13.965,1,2014,Super Tierra
Kepler-350 d,3121,14.9,13.965,1,2013,Super Tierra
Kepler-352 c,824,2.07,13.142,1,2014,Super Tierra
Kepler-353 c,1255,2.48,16.126,1,2014,Super Tierra
Kepler-354 b,1807,4.04,15.771,1,2014,Super Tierra
Kepler-354 c,1807,2.27,15.771,1,2014,Super Tierra
Kepler-354 d,1807,2.07,15.771,1,2014,Super Tierra
Kepler-355 b,4672,2.73,15.242,1,2014,Super Tierra
Kepler-356 b,2308,3.09,13.058,1,2014,Super Tierra
Kepler-356 c,2308,3.93,13.058,1,2014,Super Tierra
Kepler-357 b,2246,4.04,15.735,1,2014,Super Tierra
Kepler-360 b,2858,3.36,15.011,1,2014,Super Tierra
Kepler-361 b,3035,2.7,13.635,1,2014,Super Tierra
Kepler-362 c,3557,2.7,14.608,1,2014,Super Tierra
Kepler-363 b,2488,1.65,13.472,1,2014,Super Tierra
Kepler-363 c,2488,0.209,13.472,317.83,2014,Super Tierra
Kepler-363 d,2488,4.86,13.472,1,2014,Super Tierra
Kepler-364 b,2908,3.02,13.754,1,2014,Super Tierra
Kepler-365 b,3389,4.82,14.771,1,2014,Super Tierra
Kepler-365 c,3389,3.33,14.771,1,2014,Super Tierra
Kepler-366 b,6055,2.73,14.952,1,2014,Super Tierra
Kepler-366 c,6055,3.86,14.952,1,2014,Super Tierra
Kepler-367 b,613,2.24,13.193,1,2014,Super Tierra
Kepler-367 c,613,1.87,13.193,1,2014,Super Tierra
Kepler-369 b,698,1.51,16.429,1,2014,Super Tierra
Kepler-369 c,698,2.57,16.429,1,2014,Super Tierra
Kepler-36 b,1722,3.83,11.941,1,2012,Super Tierra
Kepler-370 b,3810,3.15,15.467,1,2014,Super Tierra
Kepler-370 c,3810,4.31,15.467,1,2014,Super Tierra
Kepler-371 b,2653,4.23,13.997,1,2014,Super Tierra
Kepler-371 c,2653,3.82,13.997,1,2014,Super Tierra
Kepler-372 b,4873,2.42,14.928,1,2014,Super Tierra
Kepler-372 c,4873,5.02,14.928,1,2014,Super Tierra
Kepler-372 d,4873,3.5,14.928,1,2014,Super Tierra
Kepler-373 b,3557,2.42,14.596,1,2014,Super Tierra
Kepler-373 c,3557,2.07,14.596,1,2014,Super Tierra
Kepler-374 b,4128,1.08,14.701,1,2014,Super Tierra
Kepler-374 c,4128,1.37,14.701,1,2014,Super Tierra
Kepler-374 d,4128,2.27,14.701,1,2014,Super Tierra
Kepler-375 b,4041,2.7,15.643,1,2014,Super Tierra
Kepler-376 b,3011,1.24,13.86,1,2014,Super Tierra
Kepler-376 c,3011,3.86,13.86,1,2014,Super Tierra
Kepler-377 b,2687,2.51,14.081,1,2014,Super Tierra
Kepler-377 c,2687,4.9,14.081,1,2014,Super Tierra
Kepler-379 b,2385,3.39,13.475,1,2014,Super Tierra
Kepler-37 b,209,31.783,9.770.001,1,2013,Super Tierra
Kepler-380 b,2654,1.81,13.74,1,2014,Super Tierra
Kepler-380 c,2654,2.15,13.74,1,2014,Super Tierra
Kepler-381 c,872,1.46,10.47,1,2014,Super Tierra
Kepler-382 b,3051,2.3,14.907,1,2014,Super Tierra
Kepler-382 c,3051,3.15,14.907,1,2014,Super Tierra
Kepler-383 b,1533,2.3,15.473,1,2014,Super Tierra
Kepler-383 c,1533,2.07,15.473,1,2014,Super Tierra
Kepler-384 b,2922,1.46,13.734,1,2014,Super Tierra
Kepler-384 c,2922,1.51,13.734,1,2014,Super Tierra
Kepler-385 b,4673,12.8,15.76,1,2014,Super Tierra
Kepler-386 b,2879,2.51,15.949,1,2014,Super Tierra
Kepler-386 c,2879,3.12,15.949,1,2014,Super Tierra
Kepler-387 b,2613,1.08,14.129,1,2014,Super Tierra
Kepler-389 b,2664,2.89,15.769,1,2014,Super Tierra
Kepler-389 c,2664,2.73,15.769,1,2014,Super Tierra
Kepler-392 c,2223,1.37,13.528,1,2014,Super Tierra
Kepler-393 b,2875,2.21,13.258,1,2014,Super Tierra
Kepler-393 c,2875,2.33,13.258,1,2014,Super Tierra
Kepler-394 b,3454,3.19,14.948,1,2014,Super Tierra
Kepler-394 c,3454,3.39,14.948,1,2014,Super Tierra
Kepler-395 b,1375,1.08,165.919,1,2014,Super Tierra
Kepler-395 c,1375,2.3,165.919,1,2014,Super Tierra
Kepler-398 c,579,1.01,13.499,1,2014,Super Tierra
Kepler-399 c,2416,2.63,14.686,1,2014,Super Tierra
Kepler-399 d,2416,4.23,14.686,1,2014,Super Tierra
Kepler-400 b,2760,3.36,13.762,1,2014,Super Tierra
Kepler-400 c,2760,2.83,13.762,1,2014,Super Tierra
Kepler-401 b,3150,3.57,13.366,1,2014,Super Tierra
Kepler-402 b,2040,1.98,13.27,1,2014,Super Tierra
Kepler-402 c,2040,3.05,13.27,1,2014,Super Tierra
Kepler-402 d,2040,2.48,13.27,1,2014,Super Tierra
Kepler-402 e,2040,2.73,13.27,1,2014,Super Tierra
Kepler-403 b,2741,2.1,12.818,1,2014,Super Tierra
Kepler-403 c,2741,3.71,12.818,1,2014,Super Tierra
Kepler-403 d,2741,2.6,12.818,1,2016,Super Tierra
Kepler-404 b,2650,2.15,15.479,1,2014,Super Tierra
Kepler-404 c,2650,3.61,15.479,1,2014,Super Tierra
Kepler-405 b,3474,4.98,16.181,1,2014,Super Tierra
Kepler-406 b,1187,6.35,12.603,1,2014,Super Tierra
Kepler-406 c,1187,2.71,12.603,1,2014,Super Tierra
Kepler-407 b,1104,3.2,12.603,1,2014,Super Tierra
Kepler-409 b,222,22,9.636,1,2014,Super Tierra
Kepler-411 b,501,25.6,12.448,1,2013,Super Tierra
Kepler-414 b,1349,3.5,13.378,1,2014,Super Tierra
Kepler-415 b,1730,0.377,16.142,317.83,2014,Super Tierra
Kepler-415 c,1730,4.7,16.142,1,2014,Super Tierra
Kepler-416 b,2253,0.183,14.166,317.83,2014,Super Tierra
Kepler-417 b,3177,11,15.864,1,2014,Super Tierra
Kepler-430 c,2993,3.71,13.908,1,2015,Super Tierra
Kepler-431 d,1587,1.41,12.139,1,2015,Super Tierra
Kepler-438 b,639,1.46,15.104,1,2015,Super Tierra
Kepler-440 b,982,4.12,15.637,1,2015,Super Tierra
Kepler-441 b,874,3.33,15.567,1,2015,Super Tierra
Kepler-442 b,1194,2.36,15.322,1,2015,Super Tierra
Kepler-445 b,415,3.12,18.19,1,2015,Super Tierra
Kepler-445 d,415,2.1,18.19,1,2015,Super Tierra
Kepler-446 b,314,2.86,175.041,1,2015,Super Tierra
Kepler-446 c,314,1.41,175.041,1,2015,Super Tierra
Kepler-446 d,314,2.39,175.041,1,2015,Super Tierra
Kepler-449 b,789,4.88,11.448,1,2015,Super Tierra
Kepler-450 c,1487,12.5,11.991,1,2015,Super Tierra
Kepler-450 d,1487,17.6,11.991,1,2015,Super Tierra
Kepler-452 b,1800,3.29,13.54,1,2015,Super Tierra
Kepler-466 c,1729,2.1,12.799,1,2016,Super Tierra
Kepler-46 d,2535,3.33,15.312,1,2014,Super Tierra
Kepler-477 b,1197,4.94,13.835,1,2016,Super Tierra
Kepler-48 b,1001,3.94,13.174,1,2012,Super Tierra
Kepler-48 c,1001,14.61,13.174,1,2012,Super Tierra
Kepler-48 d,1001,7.93,13.174,1,2014,Super Tierra
Kepler-49 d,1015,3.19,15.655,1,2014,Super Tierra
Kepler-49 e,1015,3.05,15.655,1,2014,Super Tierra
Kepler-504 b,323,3.15,15.143,1,2016,Super Tierra
Kepler-507 b,1278,2.24,12.197,1,2016,Super Tierra
Kepler-508 b,1059,3.33,11.592,1,2016,Super Tierra
Kepler-50 b,816,3.57,10.544,1,2012,Super Tierra
Kepler-514 b,1485,3.61,12.273,1,2016,Super Tierra
Kepler-515 b,832,2.73,12.913,1,2016,Super Tierra
Kepler-520 b,2035,3.39,12.798,1,2016,Super Tierra
Kepler-520 c,2035,1.24,12.798,1,2016,Super Tierra
Kepler-523 b,826,4.5,12.588,1,2016,Super Tierra
Kepler-524 b,3452,4.31,14.082,1,2016,Super Tierra
Kepler-526 b,2173,4.62,13.194,1,2016,Super Tierra
Kepler-528 b,2558,4.98,14.064,1,2016,Super Tierra
Kepler-529 b,2606,4.12,13.779,1,2016,Super Tierra
Kepler-529 c,2606,4.66,13.779,1,2016,Super Tierra
Kepler-52 d,1049,4.46,15.513,1,2014,Super Tierra
Kepler-537 b,1433,2.57,13.173,1,2016,Super Tierra
Kepler-538 b,509,10.6,11.27,1,2016,Super Tierra
Kepler-542 b,1422,3.09,13.606,1,2016,Super Tierra
Kepler-54 c,886,0.37,16.282,317.83,2012,Super Tierra
Kepler-54 d,886,2.96,16.282,1,2014,Super Tierra
Kepler-55 d,1888,3.15,15.746,1,2014,Super Tierra
Kepler-55 e,1888,3.02,15.746,1,2014,Super Tierra
Kepler-55 f,1888,3.15,15.746,1,2014,Super Tierra
Kepler-560 b,357,3.61,15.66,1,2016,Super Tierra
Kepler-578 b,1766,4.66,14.578,1,2016,Super Tierra
Kepler-579 b,1731,4.66,14.552,1,2016,Super Tierra
Kepler-57 c,2101,6.95,15.017,317.83,2012,Super Tierra
Kepler-595 c,2097,3.3,15.067,1,2020,Super Tierra
Kepler-598 b,2222,2.86,14.829,1,2016,Super Tierra
Kepler-59 b,3794,2.05,14.467,317.83,2012,Super Tierra
Kepler-601 b,1353,4.27,14.151,1,2016,Super Tierra
Kepler-602 b,3782,5.02,14.72,1,2016,Super Tierra
Kepler-603 d,5022,2.3,14.969,1,2016,Super Tierra
Kepler-605 b,1816,2.67,14.376,1,2016,Super Tierra
Kepler-60 b,3344,4.19,13.95,1,2012,Super Tierra
Kepler-60 c,3344,3.85,13.95,1,2012,Super Tierra
Kepler-611 b,4552,3.36,14.734,1,2016,Super Tierra
Kepler-615 b,1076,3.68,14.623,1,2016,Super Tierra
Kepler-617 b,565,2.3,15.549,1,2016,Super Tierra
Kepler-619 c,2938,3.5,14.84,1,2016,Super Tierra
Kepler-625 b,2481,4.62,13.395,1,2016,Super Tierra
Kepler-625 c,2481,1.16,13.395,1,2016,Super Tierra
Kepler-629 b,1214,2.48,13.481,1,2016,Super Tierra
Kepler-62 b,981,9,13.965,1,2013,Super Tierra
Kepler-62 e,981,36,13.965,1,2013,Super Tierra
Kepler-62 f,981,35,13.965,1,2013,Super Tierra
Kepler-633 b,2220,3.29,13.812,1,2016,Super Tierra
Kepler-634 b,2897,4.23,13.626,1,2016,Super Tierra
Kepler-638 b,3233,4.01,13.658,1,2016,Super Tierra
Kepler-641 b,3164,4.08,13.807,1,2016,Super Tierra
Kepler-646 b,1474,4.62,14.026,1,2016,Super Tierra
Kepler-647 b,3549,1.71,14.067,1,2016,Super Tierra
Kepler-653 b,1943,4.46,13.498,1,2016,Super Tierra
Kepler-654 b,3178,4.94,13.762,1,2016,Super Tierra
Kepler-658 b,1267,3.29,16.44,1,2016,Super Tierra
Kepler-65 b,991,2.4,10.922,1,2012,Super Tierra
Kepler-65 d,991,4.14,10.922,1,2012,Super Tierra
Kepler-674 b,1116,3.5,15.569,1,2016,Super Tierra
Kepler-683 b,3337,4.54,15.072,1,2016,Super Tierra
Kepler-68 c,470,2.04,10.077,1,2013,Super Tierra
Kepler-691 b,910,5.02,16.6,1,2016,Super Tierra
Kepler-69 c,2383,3.57,13.866,1,2013,Super Tierra
Kepler-707 b,1930,2.33,15.022,1,2016,Super Tierra
Kepler-710 b,4724,4.19,15.071,1,2016,Super Tierra
Kepler-716 c,2071,2.52,15.314,1,2020,Super Tierra
Kepler-730 c,6312,3.09,15.782,1,2018,Super Tierra
Kepler-732 c,570,2.15,16.53,1,2016,Super Tierra
Kepler-737 b,669,4.5,15.971,1,2016,Super Tierra
Kepler-743 b,910,1.92,12.66,1,2016,Super Tierra
Kepler-744 b,1468,3.26,13.718,1,2016,Super Tierra
Kepler-746 b,1468,1.41,13.785,1,2016,Super Tierra
Kepler-750 c,4228,3.26,14.634,1,2016,Super Tierra
Kepler-753 b,896,4.31,14.891,1,2016,Super Tierra
Kepler-754 b,5775,4.7,15.352,1,2016,Super Tierra
Kepler-755 b,1302,3.75,14.277,1,2016,Super Tierra
Kepler-755 c,1302,2.13,14.277,1,2016,Super Tierra
Kepler-756 b,2779,1.46,15.986,1,2016,Super Tierra
Kepler-757 b,3486,2.42,15.066,1,2016,Super Tierra
Kepler-758 c,4901,3.5,14.379,1,2016,Super Tierra
Kepler-758 e,4901,2.96,14.379,1,2016,Super Tierra
Kepler-760 c,2585,2.79,15.181,1,2016,Super Tierra
Kepler-761 b,2710,4.78,14.993,1,2016,Super Tierra
Kepler-763 b,3140,1.98,15.965,1,2016,Super Tierra
Kepler-764 b,3418,3.33,15.555,1,2016,Super Tierra
Kepler-768 b,2559,3.86,15.969,1,2016,Super Tierra
Kepler-769 c,3815,3.86,14.984,1,2016,Super Tierra
Kepler-770 c,3035,1.87,14.852,1,2016,Super Tierra
Kepler-770 d,3035,2.54,14.852,1,2016,Super Tierra
Kepler-771 b,4547,3.97,14.958,1,2016,Super Tierra
Kepler-772 b,3687,3.97,14.145,1,2016,Super Tierra
Kepler-773 b,1784,2.63,13.387,1,2016,Super Tierra
Kepler-775 b,1300,1.81,13.564,1,2016,Super Tierra
Kepler-776 b,2374,2.18,15.562,1,2016,Super Tierra
Kepler-777 b,1445,2.76,16.131,1,2016,Super Tierra
Kepler-778 b,3060,3.46,15.959,1,2016,Super Tierra
Kepler-784 b,4253,3.12,13.392,1,2016,Super Tierra
Kepler-787 b,1643,2.18,16.696,1,2016,Super Tierra
Kepler-78 b,406,196.716,11.717,1,2013,Super Tierra
Kepler-792 b,4650,4.5,15.117,1,2016,Super Tierra
Kepler-793 b,3215,2.45,14.742,1,2016,Super Tierra
Kepler-795 b,1605,3.46,13.423,1,2016,Super Tierra
Kepler-796 b,2667,2.24,13.175,1,2016,Super Tierra
Kepler-801 b,1437,4.66,15.596,1,2016,Super Tierra
Kepler-804 b,2119,4.42,13.864,1,2016,Super Tierra
Kepler-804 c,2119,1.55,13.864,1,2016,Super Tierra
Kepler-806 b,1181,1.55,11.813,1,2016,Super Tierra
Kepler-808 b,1047,2.73,14.519,1,2016,Super Tierra
Kepler-80 d,1205,6.75,15.23,1,2014,Super Tierra
Kepler-80 e,1205,4.13,15.23,1,2014,Super Tierra
Kepler-80 f,1205,1.92,15.23,1,2016,Super Tierra
Kepler-80 g,1205,1.51,15.23,1,2017,Super Tierra
Kepler-810 b,4758,4.38,15.73,1,2016,Super Tierra
Kepler-81 b,1136,17.2,15.258,1,2012,Super Tierra
Kepler-81 d,1136,1.92,15.258,1,2014,Super Tierra
Kepler-821 b,2005,2.27,15.153,1,2016,Super Tierra
Kepler-822 b,2807,3.78,14.75,1,2016,Super Tierra
Kepler-823 b,4532,3.09,15.089,1,2016,Super Tierra
Kepler-824 b,3919,4.16,15.051,1,2016,Super Tierra
Kepler-825 b,2635,2.96,14.296,1,2016,Super Tierra
Kepler-825 c,2635,4.04,14.296,1,2016,Super Tierra
Kepler-826 b,2543,2.1,13.644,1,2016,Super Tierra
Kepler-828 b,1877,2.89,15.374,1,2016,Super Tierra
Kepler-82 d,2950,3.78,15.131,1,2014,Super Tierra
Kepler-830 b,3660,3.53,14.88,1,2016,Super Tierra
Kepler-831 b,1936,2.15,13.751,1,2016,Super Tierra
Kepler-832 b,5507,4.9,16.001,1,2016,Super Tierra
Kepler-833 b,1525,4.74,15.755,1,2016,Super Tierra
Kepler-834 b,2068,4.74,16.211,1,2016,Super Tierra
Kepler-83 c,1306,11.4,16.145,1,2012,Super Tierra
Kepler-83 d,1306,24.6,16.145,1,2014,Super Tierra
Kepler-842 b,1738,3.19,15.363,1,2016,Super Tierra
Kepler-844 b,1408,3.46,15.986,1,2016,Super Tierra
Kepler-845 b,1406,4.82,14.903,1,2016,Super Tierra
Kepler-847 b,1674,1.76,14.998,1,2016,Super Tierra
Kepler-848 b,4497,3.53,14.194,1,2016,Super Tierra
Kepler-84 b,3340,40,14.92,1,2012,Super Tierra
Kepler-84 c,3340,20.2,14.92,1,2012,Super Tierra
Kepler-84 d,3340,2.48,14.92,1,2014,Super Tierra
Kepler-850 b,5419,3.82,15.611,1,2016,Super Tierra
Kepler-851 b,2738,3.46,15.172,1,2016,Super Tierra
Kepler-853 b,1855,3.5,12.339,1,2016,Super Tierra
Kepler-85 b,2496,4.54,14.89,1,2012,Super Tierra
Kepler-85 c,2496,20.9,14.89,1,2012,Super Tierra
Kepler-85 d,2496,1.87,14.89,1,2014,Super Tierra
Kepler-85 e,2496,0.6,14.89,1,2014,Super Tierra
Kepler-866 b,2109,3.29,16.124,1,2016,Super Tierra
Kepler-868 b,5197,4.86,15.872,1,2016,Super Tierra
Kepler-872 b,2870,4.62,15.242,1,2016,Super Tierra
Kepler-876 b,2678,2.63,15.647,1,2016,Super Tierra
Kepler-878 b,2582,4.38,14.967,1,2016,Super Tierra
Kepler-881 b,4486,3.82,15.281,1,2016,Super Tierra
Kepler-882 b,1646,2.04,14.188,1,2016,Super Tierra
Kepler-883 b,2047,3.82,13.169,1,2016,Super Tierra
Kepler-884 b,1555,2.04,13.164,1,2016,Super Tierra
Kepler-886 b,2320,2.92,14.054,1,2016,Super Tierra
Kepler-887 b,2892,4.04,13.52,1,2016,Super Tierra
Kepler-887 c,2892,1.51,13.52,1,2016,Super Tierra
Kepler-888 b,1373,3.75,13.061,1,2016,Super Tierra
Kepler-889 b,1952,1.32,12.998,1,2016,Super Tierra
Kepler-895 b,1762,2.99,16.21,1,2016,Super Tierra
